2.960949495900421793e-04,7.540794904343781687e-04,8.304644725285470486e-04,1.511163453000000000e+09,0.000000000000000000e+00
2.324354863958432728e-04,8.483163546770811081e-04,7.492915028706192970e-04,1.511163513000000000e+09,0.000000000000000000e+00
3.161999047733844411e-04,8.564278250560163367e-04,6.507943035103380680e-04,1.511163573000000000e+09,0.000000000000000000e+00
2.546596806496381760e-04,7.680022390559315681e-04,6.085316999815405499e-04,1.511163633000000000e+09,1.000000000000000000e+00
3.767014713957905769e-04,6.834641098976135254e-04,7.191979675553740155e-04,1.511163693000000000e+09,0.000000000000000000e+00
3.051652747672051191e-04,6.885513430461287498e-04,7.114576292224227298e-04,1.511163753000000000e+09,1.000000000000000000e+00
2.267717936774715781e-04,7.253452786244453084e-04,6.931613315828143466e-04,1.511163813000000000e+09,0.000000000000000000e+00
2.772329025901854580e-04,7.002106285654007304e-04,6.528770318254829537e-04,1.511163873000000000e+09,0.000000000000000000e+00
2.829753793776035309e-04,8.032376063056290150e-04,7.400349713861940123e-04,1.511163933000000000e+09,1.000000000000000000e+00
3.433811652939766645e-04,8.563338196836413037e-04,6.481506861746311188e-04,1.511163993000000000e+09,1.000000000000000000e+00
3.556419105734675581e-04,8.396398625336587429e-04,7.766298949718475342e-04,1.511164053000000000e+09,1.000000000000000000e+00
3.772914060391485691e-04,8.646599017083645951e-04,6.692808819934724677e-04,1.511164113000000000e+09,1.000000000000000000e+00
2.715696755331009626e-04,7.634309004060926222e-04,6.850102217867969382e-04,1.511164173000000000e+09,0.000000000000000000e+00
3.262265236116945744e-04,7.540667429566382278e-04,6.130199180915952813e-04,1.511164233000000000e+09,1.000000000000000000e+00
3.076784487348049879e-04,8.400707156397401202e-04,6.271669408306480538e-04,1.511164293000000000e+09,1.000000000000000000e+00
3.218567871954291517e-04,7.510166033171117306e-04,5.902859265916049480e-04,1.511164353000000000e+09,1.000000000000000000e+00
2.253375423606484857e-04,8.463696576654909957e-04,5.343794473446905613e-04,1.511164413000000000e+09,0.000000000000000000e+00
2.582165179774165154e-04,7.996567874215542186e-04,5.701599875465036523e-04,1.511164473000000000e+09,0.000000000000000000e+00
2.906355075538158417e-04,8.196036797016859055e-04,6.498084403574466705e-04,1.511164533000000000e+09,1.000000000000000000e+00
2.749183622654527968e-04,8.042380213737486709e-04,6.377379177138209343e-04,1.511164593000000000e+09,1.000000000000000000e+00
4.460450436454265768e-04,8.117888355627653815e-04,5.945080774836242199e-04,1.511164653000000000e+09,1.000000000000000000e+00
3.432577359490096569e-04,7.200808031484485757e-04,6.016332190483809602e-04,1.511164713000000000e+09,1.000000000000000000e+00
2.493005304131656885e-04,7.235303637571633946e-04,4.524790856521577185e-04,1.511164773000000000e+09,1.000000000000000000e+00
3.239554062020033598e-04,7.199821411632001400e-04,6.201098440214991570e-04,1.511164833000000000e+09,1.000000000000000000e+00
2.919122925959528035e-04,6.722225807607172835e-04,6.109663518145679343e-04,1.511164893000000000e+09,1.000000000000000000e+00
2.964649465866386348e-04,8.346306858584284782e-04,6.290593883022665977e-04,1.511164953000000000e+09,1.000000000000000000e+00
3.850487410090863705e-04,7.115118787623940814e-04,6.968089728616178036e-04,1.511165013000000000e+09,1.000000000000000000e+00
3.818614059127867222e-04,8.187672356143593788e-04,5.441093817353248596e-04,1.511165073000000000e+09,1.000000000000000000e+00
2.656419528648256171e-04,8.108813781291245330e-04,6.601851782761513103e-04,1.511165133000000000e+09,0.000000000000000000e+00
2.335614844923838431e-04,7.914977613836527955e-04,5.698870518244802952e-04,1.511165193000000000e+09,0.000000000000000000e+00
2.988958149217069149e-04,7.281179423443973064e-04,6.538115558214486729e-04,1.511165253000000000e+09,0.000000000000000000e+00
2.476282825227826834e-04,7.195989601314067841e-04,7.589873275719581950e-04,1.511165313000000000e+09,0.000000000000000000e+00
2.656458527781068737e-04,6.076577701605856419e-04,6.754742353223263133e-04,1.511165373000000000e+09,0.000000000000000000e+00
3.270550514571368694e-04,5.699864123016594756e-04,6.486998754553496838e-04,1.511165433000000000e+09,0.000000000000000000e+00
2.922469866462051868e-04,6.530021782964469087e-04,6.568607059307396412e-04,1.511165493000000000e+09,0.000000000000000000e+00
2.320529893040656230e-04,6.848727352917194366e-04,6.095710559748112071e-04,1.511165553000000000e+09,0.000000000000000000e+00
2.900136169046164101e-04,7.939056959003210068e-04,6.879271240904927254e-04,1.511165613000000000e+09,0.000000000000000000e+00
2.860587555915116180e-04,6.927206413820385933e-04,7.748251082375644553e-04,1.511165673000000000e+09,0.000000000000000000e+00
3.138914471492171288e-04,7.388690719380972601e-04,8.686057990416883338e-04,1.511165733000000000e+09,0.000000000000000000e+00
3.202816878911107779e-04,7.150854216888546944e-04,7.197301601991055228e-04,1.511165793000000000e+09,0.000000000000000000e+00
3.167870745528488809e-04,8.720487821847200394e-04,7.280533318407833576e-04,1.511165853000000000e+09,0.000000000000000000e+00
2.539856068324297124e-04,7.819088059477505900e-04,7.565142004750669003e-04,1.511165913000000000e+09,0.000000000000000000e+00
2.273949939990415898e-04,7.774445111863315105e-04,9.117627632804217123e-04,1.511165973000000000e+09,0.000000000000000000e+00
2.403453690931200168e-04,8.746587554924190044e-04,8.121239952743052352e-04,1.511166033000000000e+09,0.000000000000000000e+00
2.116054529324173114e-04,9.815595112740989163e-04,7.165612187236546386e-04,1.511166093000000000e+09,0.000000000000000000e+00
2.153803507098928094e-04,8.277087472379206527e-04,8.744868682697414268e-04,1.511166153000000000e+09,0.000000000000000000e+00
2.911163610406219959e-04,7.965939003042876720e-04,8.026981377042829990e-04,1.511166213000000000e+09,0.000000000000000000e+00
3.219167410861701315e-04,8.752303547225891460e-04,8.643256151117383350e-04,1.511166273000000000e+09,0.000000000000000000e+00
2.545965544413775206e-04,8.555757231079043042e-04,7.811695686541497707e-04,1.511166333000000000e+09,0.000000000000000000e+00
3.151274577248840982e-04,9.030303917825223100e-04,8.145647007040678371e-04,1.511166393000000000e+09,0.000000000000000000e+00
2.937216486316174269e-04,9.615312446840109609e-04,6.835218518972396851e-04,1.511166453000000000e+09,0.000000000000000000e+00
2.965090097859501297e-04,8.677649893797934055e-04,8.384104585275055062e-04,1.511166513000000000e+09,0.000000000000000000e+00
3.090126265306025201e-04,9.368887986056505550e-04,8.263652562163769115e-04,1.511166573000000000e+09,0.000000000000000000e+00
3.760035033337771893e-04,1.096777501516043923e-03,8.871665922924877297e-04,1.511166633000000000e+09,0.000000000000000000e+00
2.332736330572515997e-04,9.562128689140080321e-04,8.099848055280743945e-04,1.511166693000000000e+09,0.000000000000000000e+00
2.664210915099828893e-04,8.874450577422976494e-04,8.945873123593627322e-04,1.511166753000000000e+09,0.000000000000000000e+00
4.441028868313878775e-04,8.764942758716643941e-04,8.527566678822040558e-04,1.511166813000000000e+09,0.000000000000000000e+00
2.779213828034698963e-04,8.106656605377794396e-04,8.216148708015679229e-04,1.511166873000000000e+09,0.000000000000000000e+00
3.313586639706045389e-04,7.697603432461619377e-04,6.752014742232858050e-04,1.511166933000000000e+09,0.000000000000000000e+00
3.407273616176098585e-04,8.929190807975828648e-04,8.546182652935385704e-04,1.511166993000000000e+09,0.000000000000000000e+00
3.713695041369646788e-04,9.328966261819003928e-04,8.115870296023784984e-04,1.511167053000000000e+09,0.000000000000000000e+00
2.732652064878493005e-04,1.020665629766881466e-03,7.017578464001418244e-04,1.511167113000000000e+09,0.000000000000000000e+00
2.797623747028409893e-04,1.091704121790826321e-03,8.398357895202934742e-04,1.511167173000000000e+09,0.000000000000000000e+00
3.774184151552617550e-04,1.074646599590778351e-03,6.636523175984621048e-04,1.511167233000000000e+09,0.000000000000000000e+00
3.356093366164714098e-04,8.787113474681972373e-04,6.227617268450559270e-04,1.511167293000000000e+09,0.000000000000000000e+00
2.637901925481855869e-04,9.488479117862881314e-04,7.514826138503849506e-04,1.511167353000000000e+09,0.000000000000000000e+00
2.750115236267448014e-04,9.199458290822805058e-04,7.844409556128082491e-04,1.511167413000000000e+09,0.000000000000000000e+00
3.022365563083440065e-04,9.620383498258886553e-04,7.942015072330832481e-04,1.511167473000000000e+09,0.000000000000000000e+00
2.080862468574195558e-04,9.560448816046118736e-04,6.916116108186542988e-04,1.511167533000000000e+09,0.000000000000000000e+00
2.238879533251747489e-04,8.674951386637985706e-04,8.078409009613095630e-04,1.511167593000000000e+09,0.000000000000000000e+00
2.281408378621563044e-04,7.314556278288365495e-04,6.869628559798002243e-04,1.511167653000000000e+09,0.000000000000000000e+00
2.138583513442426649e-04,7.484712405130267143e-04,8.627920760773122311e-04,1.511167713000000000e+09,0.000000000000000000e+00
2.483150165062397718e-04,7.835630676709115505e-04,7.322988822124897349e-04,1.511167773000000000e+09,0.000000000000000000e+00
2.519539557397365028e-04,7.325332262553273547e-04,7.295719697140157223e-04,1.511167833000000000e+09,1.000000000000000000e+00
2.891112235374749249e-04,8.171758963726462018e-04,7.583053084090352058e-04,1.511167893000000000e+09,0.000000000000000000e+00
2.566332696005702019e-04,8.003204129636286605e-04,7.855153526179491389e-04,1.511167953000000000e+09,0.000000000000000000e+00
2.560408029239624739e-04,7.263925508596003056e-04,6.860923022031784058e-04,1.511168013000000000e+09,0.000000000000000000e+00
2.457524533383547718e-04,8.275297004729508269e-04,7.959719514474272728e-04,1.511168073000000000e+09,0.000000000000000000e+00
3.288035222794860601e-04,8.797188638709484447e-04,7.134056650102139603e-04,1.511168133000000000e+09,1.000000000000000000e+00
2.244728093501180139e-04,7.891149725764988769e-04,8.792768348939714648e-04,1.511168193000000000e+09,1.000000000000000000e+00
2.386597188888117671e-04,7.834188872948290002e-04,6.934410193935037743e-04,1.511168253000000000e+09,1.000000000000000000e+00
2.192208921769633618e-04,9.007223416119812835e-04,8.475484792143105376e-04,1.511168313000000000e+09,1.000000000000000000e+00
2.174470137106254426e-04,8.304939256049692631e-04,9.266858687624336373e-04,1.511168373000000000e+09,0.000000000000000000e+00
