4.585072398185729980e-02,4.032472893595695496e-02,5.181455612182617188e-02,1.000000000000000000e+00
4.332512989640235901e-02,3.803413733839988708e-02,4.808954894542694092e-02,1.000000000000000000e+00
4.089524596929550171e-02,3.574107214808464050e-02,4.435641691088676453e-02,1.000000000000000000e+00
3.843577578663825989e-02,3.358114510774612427e-02,4.100380465388298035e-02,1.000000000000000000e+00
3.607421368360519409e-02,3.155457973480224609e-02,3.807461261749267578e-02,1.000000000000000000e+00
3.421831130981445312e-02,2.964147925376892090e-02,3.533493354916572571e-02,1.000000000000000000e+00
3.215194121003150940e-02,2.784562297165393829e-02,3.267564997076988220e-02,1.000000000000000000e+00
3.004258312284946442e-02,2.603718452155590057e-02,3.031424619257450104e-02,1.000000000000000000e+00
2.836820669472217560e-02,2.447683922946453094e-02,2.818797901272773743e-02,1.000000000000000000e+00
2.652301639318466187e-02,2.286771498620510101e-02,2.619721181690692902e-02,1.000000000000000000e+00
2.499447204172611237e-02,2.152038924396038055e-02,2.422568388283252716e-02,1.000000000000000000e+00
2.361323125660419464e-02,2.034765481948852539e-02,2.245460450649261475e-02,1.000000000000000000e+00
2.211077138781547546e-02,1.916202344000339508e-02,2.083487063646316528e-02,1.000000000000000000e+00
2.082835510373115540e-02,1.793222501873970032e-02,1.931614801287651062e-02,1.000000000000000000e+00
1.967864297330379486e-02,1.674120500683784485e-02,1.800518296658992767e-02,1.000000000000000000e+00
1.873412914574146271e-02,1.593578048050403595e-02,1.668607629835605621e-02,1.000000000000000000e+00
1.753630302846431732e-02,1.502610277384519577e-02,1.558596268296241760e-02,1.000000000000000000e+00
1.644885540008544922e-02,1.409873180091381073e-02,1.449803542345762253e-02,1.000000000000000000e+00
1.564092375338077545e-02,1.328407227993011475e-02,1.344773918390274048e-02,1.000000000000000000e+00
1.456660497933626175e-02,1.258584670722484589e-02,1.253095641732215881e-02,1.000000000000000000e+00
1.391299627721309662e-02,1.187984179705381393e-02,1.152391545474529266e-02,1.000000000000000000e+00
1.296533457934856415e-02,1.102179381996393204e-02,1.067881379276514053e-02,1.000000000000000000e+00
1.196253579109907150e-02,1.036610174924135208e-02,9.948439896106719971e-03,1.000000000000000000e+00
1.133768539875745773e-02,9.752804413437843323e-03,9.167194366455078125e-03,1.000000000000000000e+00
1.078098826110363007e-02,9.211753495037555695e-03,8.562298491597175598e-03,1.000000000000000000e+00
1.036337856203317642e-02,8.814842440187931061e-03,7.867883890867233276e-03,1.000000000000000000e+00
9.574876166880130768e-03,8.331782184541225433e-03,7.302248384803533554e-03,1.000000000000000000e+00
8.887018077075481415e-03,7.679691538214683533e-03,6.783086806535720825e-03,1.000000000000000000e+00
8.445425890386104584e-03,7.313900627195835114e-03,6.296376697719097137e-03,1.000000000000000000e+00
8.074093610048294067e-03,6.806654389947652817e-03,5.749627482146024704e-03,1.000000000000000000e+00
7.481021806597709656e-03,6.367621012032032013e-03,5.329333245754241943e-03,1.000000000000000000e+00
7.162432186305522919e-03,6.147122476249933243e-03,4.940755199640989304e-03,1.000000000000000000e+00
6.899980362504720688e-03,5.969491321593523026e-03,4.639320541173219681e-03,1.000000000000000000e+00
6.322114728391170502e-03,5.411220714449882507e-03,4.317697137594223022e-03,1.000000000000000000e+00
5.625442136079072952e-03,5.203224718570709229e-03,3.975681960582733154e-03,1.000000000000000000e+00
5.586330778896808624e-03,4.778820089995861053e-03,3.631336148828268051e-03,1.000000000000000000e+00
5.013824906200170517e-03,4.596543032675981522e-03,3.375767031684517860e-03,1.000000000000000000e+00
4.708896391093730927e-03,4.317611455917358398e-03,2.984123071655631065e-03,1.000000000000000000e+00
4.509634338319301605e-03,4.030433949083089828e-03,2.803774317726492882e-03,1.000000000000000000e+00
4.076624289155006409e-03,3.729121293872594833e-03,2.556887920945882797e-03,1.000000000000000000e+00
3.897957038134336472e-03,3.441252978518605232e-03,2.259284490719437599e-03,1.000000000000000000e+00
3.688258817419409752e-03,3.348649013787508011e-03,2.127334941178560257e-03,1.000000000000000000e+00
3.362525254487991333e-03,3.036460839211940765e-03,1.907900907099246979e-03,1.000000000000000000e+00
3.239995101466774940e-03,2.775074448436498642e-03,1.638309448026120663e-03,1.000000000000000000e+00
2.913209842517971992e-03,2.739197108894586563e-03,1.363139017485082150e-03,1.000000000000000000e+00
2.886316739022731781e-03,2.491924213245511055e-03,1.188616151921451092e-03,1.000000000000000000e+00
2.720921533182263374e-03,2.372157294303178787e-03,9.513287222944200039e-04,1.000000000000000000e+00
2.176819136366248131e-03,2.245516516268253326e-03,8.984151645563542843e-04,1.000000000000000000e+00
1.885548932477831841e-03,2.075127325952053070e-03,7.439374458044767380e-04,1.000000000000000000e+00
1.804986153729259968e-03,1.797390636056661606e-03,6.206974503584206104e-04,1.000000000000000000e+00
1.592218992300331593e-03,1.543632242828607559e-03,4.846699594054371119e-04,1.000000000000000000e+00
1.733177807182073593e-03,1.698547508567571640e-03,3.091789258178323507e-04,1.000000000000000000e+00
1.512897899374365807e-03,1.557080540806055069e-03,2.966570027638226748e-04,1.000000000000000000e+00
1.363124232739210129e-03,1.344958669506013393e-03,2.308958355570212007e-04,1.000000000000000000e+00
1.335684326477348804e-03,1.259922632016241550e-03,2.397475327597931027e-04,1.000000000000000000e+00
1.184454653412103653e-03,1.274491194635629654e-03,2.679387689568102360e-04,1.000000000000000000e+00
1.144158421084284782e-03,1.331796054728329182e-03,2.454610657878220081e-04,1.000000000000000000e+00
